date,team1,team2,winner,actual_team1_won,champion_prediction,ablation_prediction,challenger_prediction,champion_correct,ablation_correct,challenger_correct
2026-03-20,South Africa,New Zealand,New Zealand,0,1,1,1,False,False,False
2026-03-22,South Africa,New Zealand,South Africa,1,0,0,0,False,False,False
2026-03-24,Eswatini,St Helena,Eswatini,1,1,1,1,True,True,True
2026-03-24,Malawi,Tanzania,Tanzania,0,0,0,0,True,True,True
2026-03-24,Seychelles,Ghana,Ghana,0,0,0,0,True,True,True
2026-03-25,Malawi,Ghana,Ghana,0,0,0,0,True,True,True
2026-03-25,South Africa,New Zealand,South Africa,1,1,1,1,True,True,True
2026-03-25,St Helena,Seychelles,Seychelles,0,0,0,0,True,True,True
2026-03-25,Tanzania,Eswatini,Tanzania,1,1,1,1,True,True,True
2026-03-27,Eswatini,Malawi,Malawi,0,1,0,0,False,True,True
2026-03-27,St Helena,Ghana,Ghana,0,0,0,0,True,True,True
2026-03-27,Tanzania,Seychelles,Tanzania,1,1,1,1,True,True,True
2026-03-28,Ghana,Eswatini,Ghana,1,0,1,0,False,True,False
2026-03-28,Seychelles,Malawi,Malawi,0,0,0,0,True,True,True
2026-03-28,Tanzania,St Helena,Tanzania,1,1,1,1,True,True,True
2026-04-02,Mexico,Costa Rica,Mexico,1,1,1,1,True,True,True
2026-04-03,Costa Rica,Brazil,Brazil,0,0,0,0,True,True,True
2026-04-03,Mexico,Brazil,Mexico,1,1,1,1,True,True,True
2026-04-04,Brazil,Costa Rica,Brazil,1,1,1,1,True,True,True
2026-04-04,Costa Rica,Mexico,Mexico,0,0,0,0,True,True,True
2026-04-05,France,Portugal,Portugal,0,0,0,0,True,True,True
2026-04-05,Mexico,Brazil,Brazil,0,1,1,1,False,False,False
2026-04-05,Norway,France,Norway,1,1,1,1,True,True,True
2026-04-06,Portugal,France,Portugal,1,1,1,1,True,True,True
2026-04-06,Portugal,Norway,Portugal,1,1,1,1,True,True,True
2026-04-07,France,Norway,France,1,0,0,0,False,False,False
2026-04-07,Indonesia,Sweden,Sweden,0,1,1,1,False,False,False
2026-04-07,Indonesia,Sweden,Sweden,0,0,0,0,True,True,True
2026-04-08,Portugal,France,France,0,1,1,1,False,False,False
2026-04-08,Portugal,Norway,Portugal,1,1,1,1,True,True,True
2026-04-09,Indonesia,Sweden,Sweden,0,0,0,0,True,True,True
2026-04-09,Norway,France,France,0,1,0,0,False,True,True
2026-04-09,Portugal,France,Portugal,1,1,1,1,True,True,True
2026-04-09,Sweden,Indonesia,Sweden,1,1,1,1,True,True,True
2026-04-11,Indonesia,Sweden,Sweden,0,0,0,0,True,True,True
2026-04-11,Sweden,Indonesia,Sweden,1,1,1,1,True,True,True
2026-04-13,Sweden,Indonesia,Indonesia,0,1,1,1,False,False,False
2026-04-13,Sweden,Indonesia,Sweden,1,1,1,1,True,True,True
2026-04-15,Namibia,Scotland,Scotland,0,1,1,1,False,False,False
2026-04-17,Scotland,Namibia,Scotland,1,1,1,1,True,True,True
2026-04-18,Scotland,Namibia,Namibia,0,1,1,1,False,False,False
2026-04-20,Nepal,United Arab Emirates,United Arab Emirates,0,1,1,1,False,False,False
2026-04-21,United Arab Emirates,Nepal,Nepal,0,1,1,1,False,False,False
2026-04-27,New Zealand,Bangladesh,Bangladesh,0,1,1,1,False,False,False
2026-05-01,Austria,Germany,Germany,0,0,0,0,True,True,True
2026-05-01,Germany,Austria,Germany,1,1,1,1,True,True,True
2026-05-01,Indonesia,Malaysia,Malaysia,0,0,0,0,True,True,True
2026-05-02,Bangladesh,New Zealand,New Zealand,0,0,0,0,True,True,True
2026-05-02,Germany,Austria,Austria,0,1,1,1,False,False,False
2026-05-02,Isle of Man,Guernsey,Guernsey,0,0,0,0,True,True,True
2026-05-02,Malaysia,Indonesia,Malaysia,1,1,1,1,True,True,True
2026-05-03,Austria,Germany,Germany,0,0,0,0,True,True,True
2026-05-03,Guernsey,Isle of Man,Guernsey,1,1,1,1,True,True,True
2026-05-04,Malaysia,Indonesia,Malaysia,1,1,1,1,True,True,True
2026-05-05,Indonesia,Malaysia,Malaysia,0,0,0,0,True,True,True
2026-05-07,Malta,Gibraltar,Malta,1,1,1,1,True,True,True
2026-05-07,Malta,Gibraltar,Malta,1,1,1,1,True,True,True
2026-05-08,Cyprus,Finland,Cyprus,1,0,0,0,False,False,False
2026-05-08,Cyprus,Finland,Finland,0,0,1,1,True,False,False
2026-05-08,Gibraltar,Malta,Malta,0,0,0,0,True,True,True
2026-05-08,Indonesia,Philippines,Indonesia,1,0,0,0,False,False,False
2026-05-08,Malta,Gibraltar,Malta,1,1,1,1,True,True,True
2026-05-08,Romania,Bulgaria,Romania,1,1,1,1,True,True,True
2026-05-08,South Korea,Cook Islands,Cook Islands,0,0,0,0,True,True,True
2026-05-08,Vanuatu,Fiji,Vanuatu,1,0,0,0,False,False,False
2026-05-09,Finland,Cyprus,Finland,1,0,0,0,False,False,False
2026-05-09,Finland,Cyprus,Finland,1,1,1,1,True,True,True
2026-05-09,Gibraltar,Malta,Malta,0,0,0,0,True,True,True
2026-05-09,Indonesia,Samoa,Samoa,0,1,1,1,False,False,False
2026-05-09,Japan,Vanuatu,Japan,1,1,1,1,True,True,True
2026-05-09,Papua New Guinea,South Korea,Papua New Guinea,1,1,1,1,True,True,True
2026-05-09,Romania,Bulgaria,Romania,1,1,1,1,True,True,True
2026-05-09,Romania,Bulgaria,Romania,1,1,1,1,True,True,True
2026-05-10,Fiji,Japan,Japan,0,0,0,0,True,True,True
2026-05-10,Papua New Guinea,Cook Islands,Papua New Guinea,1,1,1,1,True,True,True
2026-05-10,Romania,Bulgaria,Romania,1,1,1,1,True,True,True
2026-05-10,Samoa,Philippines,Samoa,1,0,0,0,False,False,False
2026-05-12,Japan,Indonesia,Japan,1,1,1,1,True,True,True
2026-05-12,Philippines,South Korea,Philippines,1,1,1,1,True,True,True
2026-05-12,Vanuatu,Samoa,Samoa,0,0,0,0,True,True,True
2026-05-13,Cook Islands,Vanuatu,Cook Islands,1,1,1,1,True,True,True
2026-05-13,Fiji,South Korea,South Korea,0,1,1,1,False,False,False
2026-05-13,Samoa,Papua New Guinea,Papua New Guinea,0,1,1,1,False,False,False
2026-05-14,Fiji,Philippines,Philippines,0,0,0,0,True,True,True
2026-05-14,Japan,Cook Islands,Cook Islands,0,1,1,1,False,False,False
2026-05-14,Papua New Guinea,Indonesia,Papua New Guinea,1,1,1,1,True,True,True
2026-05-16,Cyprus,France,France,0,0,0,0,True,True,True
2026-05-16,Guernsey,Sweden,Guernsey,1,0,0,0,False,False,False
2026-05-16,Malta,Austria,Austria,0,0,0,0,True,True,True
2026-05-16,Philippines,South Korea,South Korea,0,1,1,1,False,False,False
2026-05-16,Samoa,Japan,Japan,0,0,0,0,True,True,True
2026-05-16,Switzerland,Jersey,Jersey,0,0,0,0,True,True,True
2026-05-16,Vanuatu,Indonesia,Vanuatu,1,0,0,0,False,False,False
2026-05-17,Cook Islands,Indonesia,Cook Islands,1,1,1,1,True,True,True
2026-05-17,Fiji,South Korea,South Korea,0,0,0,0,True,True,True
2026-05-17,France,Croatia,France,1,1,1,1,True,True,True
2026-05-17,Jersey,Cyprus,Jersey,1,1,1,1,True,True,True
2026-05-17,Malta,Guernsey,Guernsey,0,0,0,0,True,True,True
2026-05-17,Papua New Guinea,Vanuatu,Papua New Guinea,1,1,1,1,True,True,True
2026-05-17,Slovenia,Austria,Austria,0,0,0,0,True,True,True
2026-05-18,Cook Islands,Samoa,Samoa,0,1,1,1,False,False,False
2026-05-18,Japan,Papua New Guinea,Japan,1,0,0,0,False,False,False
2026-05-19,Croatia,Switzerland,Croatia,1,0,0,0,False,False,False
2026-05-19,France,Jersey,Jersey,0,0,0,0,True,True,True
2026-05-19,Guernsey,Austria,Guernsey,1,0,0,0,False,False,False
2026-05-19,Slovenia,Sweden,Sweden,0,0,0,0,True,True,True
2026-05-20,Jersey,Croatia,Jersey,1,1,1,1,True,True,True
2026-05-20,Slovenia,Guernsey,Guernsey,0,0,0,0,True,True,True
2026-05-20,Sweden,Malta,Malta,0,1,1,1,False,False,False
2026-05-20,Switzerland,Cyprus,Switzerland,1,1,1,1,True,True,True
2026-05-22,Austria,Sweden,Sweden,0,1,1,1,False,False,False
2026-05-22,Croatia,Cyprus,Croatia,1,0,0,0,False,False,False
2026-05-22,France,Switzerland,France,1,0,0,0,False,False,False
2026-05-22,Slovenia,Malta,Malta,0,0,0,0,True,True,True
2026-05-23,Botswana,Sierra Leone,Botswana,1,1,1,1,True,True,True
2026-05-23,Cameroon,Rwanda,Rwanda,0,0,0,0,True,True,True
2026-05-23,Croatia,Austria,Austria,0,0,0,0,True,True,True
2026-05-23,France,Sweden,Sweden,0,1,1,1,False,False,False
2026-05-23,Guernsey,Jersey,Jersey,0,0,0,0,True,True,True
2026-05-23,Kenya,Mali,Kenya,1,1,1,1,True,True,True
2026-05-23,Malta,Switzerland,Switzerland,0,0,0,0,True,True,True
2026-05-24,Mali,Botswana,Botswana,0,0,0,0,True,True,True
2026-05-24,Rwanda,Ivory Coast,Rwanda,1,1,1,1,True,True,True
2026-05-24,Sierra Leone,Cameroon,Cameroon,0,1,1,1,False,False,False
2026-05-25,Botswana,Cameroon,Botswana,1,1,1,1,True,True,True
2026-05-25,Ivory Coast,Mali,Mali,0,1,1,1,False,False,False
2026-05-25,Kenya,Rwanda,Rwanda,0,1,1,1,False,False,False
2026-05-26,Cameroon,Ivory Coast,Cameroon,1,1,1,1,True,True,True
2026-05-26,Kenya,Sierra Leone,Kenya,1,1,1,1,True,True,True
2026-05-26,Mali,Rwanda,Rwanda,0,0,0,0,True,True,True
2026-05-28,Botswana,Ivory Coast,Botswana,1,1,1,1,True,True,True
2026-05-28,Cameroon,Kenya,Kenya,0,0,0,0,True,True,True
2026-05-28,Sierra Leone,Rwanda,Rwanda,0,0,0,0,True,True,True
2026-05-29,Cameroon,Mali,Cameroon,1,1,1,1,True,True,True
2026-05-29,Ivory Coast,Sierra Leone,Sierra Leone,0,0,0,0,True,True,True
2026-05-29,Kenya,Botswana,Kenya,1,0,0,0,False,False,False
2026-05-30,Ivory Coast,Kenya,Kenya,0,0,0,0,True,True,True
2026-05-30,Mali,Sierra Leone,Sierra Leone,0,0,0,0,True,True,True
2026-05-30,Rwanda,Botswana,Rwanda,1,1,1,1,True,True,True
2026-05-31,Nepal,China,Nepal,1,1,1,1,True,True,True
2026-06-01,Bahrain,Hong Kong,Hong Kong,0,1,1,1,False,False,False
2026-06-01,Oman,Singapore,Oman,1,1,1,1,True,True,True
2026-06-02,China,Malaysia,Malaysia,0,0,0,0,True,True,True
2026-06-02,Mozambique,Lesotho,Mozambique,1,1,1,1,True,True,True
2026-06-03,Eswatini,Mozambique,Mozambique,0,1,1,1,False,False,False
2026-06-03,Oman,Bahrain,Oman,1,1,1,1,True,True,True
2026-06-03,Singapore,Hong Kong,Hong Kong,0,0,0,0,True,True,True
2026-06-04,Lesotho,Eswatini,Eswatini,0,0,0,0,True,True,True
2026-06-04,Mozambique,Lesotho,Mozambique,1,1,1,1,True,True,True
2026-06-04,Nepal,Malaysia,Nepal,1,1,1,1,True,True,True
2026-06-05,Bahrain,Singapore,Bahrain,1,1,1,1,True,True,True
2026-06-05,Hong Kong,Oman,Hong Kong,1,0,0,0,False,False,False
2026-06-06,Mozambique,Eswatini,Eswatini,0,1,1,1,False,False,False
2026-06-06,Mozambique,Lesotho,Mozambique,1,1,1,1,True,True,True
2026-06-07,Lesotho,Eswatini,Lesotho,1,0,0,0,False,False,False
2026-06-07,Malaysia,Hong Kong,Hong Kong,0,0,0,0,True,True,True
2026-06-07,Mozambique,Eswatini,Eswatini,0,0,0,0,True,True,True
2026-06-07,Oman,Nepal,Nepal,0,0,0,0,True,True,True
2026-06-08,Hong Kong,Nepal,Nepal,0,0,0,0,True,True,True
2026-06-08,Oman,Malaysia,Malaysia,0,1,1,1,False,False,False
2026-06-11,Austria,Finland,Finland,0,1,1,1,False,False,False
2026-06-11,Norway,Sweden,Sweden,0,1,1,1,False,False,False
2026-06-11,Sri Lanka,West Indies,West Indies,0,0,0,0,True,True,True
2026-06-12,Norway,Austria,Norway,1,0,0,0,False,False,False
2026-06-12,Sweden,Finland,Finland,0,0,0,0,True,True,True
2026-06-13,Finland,Norway,Finland,1,1,1,1,True,True,True
2026-06-13,Sri Lanka,West Indies,Sri Lanka,1,0,0,0,False,False,False
2026-06-13,Sweden,Austria,Sweden,1,0,0,0,False,False,False
2026-06-14,Finland,Sweden,Sweden,0,1,1,1,False,False,False
2026-06-14,Norway,Austria,Austria,0,0,0,0,True,True,True
2026-06-14,Sri Lanka,West Indies,West Indies,0,0,0,0,True,True,True
2026-06-17,Bangladesh,Australia,Australia,0,0,0,0,True,True,True
2026-06-18,Denmark,Germany,Germany,0,0,0,0,True,True,True
2026-06-18,Nigeria,Hong Kong,Hong Kong,0,0,0,0,True,True,True
2026-06-19,Australia,Bangladesh,Australia,1,1,1,1,True,True,True
2026-06-19,Belgium,Romania,Belgium,1,0,0,0,False,False,False
2026-06-19,Germany,Denmark,Denmark,0,1,1,1,False,False,False
2026-06-19,Germany,Denmark,Denmark,0,1,1,1,False,False,False
2026-06-19,Hong Kong,Namibia,Namibia,0,1,1,1,False,False,False
2026-06-19,Hungary,Switzerland,Switzerland,0,0,0,0,True,True,True
2026-06-19,Romania,Switzerland,Switzerland,0,0,0,0,True,True,True
2026-06-20,Belgium,Hungary,Belgium,1,1,1,1,True,True,True
2026-06-20,Belgium,Switzerland,Belgium,1,1,1,1,True,True,True
2026-06-20,Germany,Denmark,Denmark,0,1,1,1,False,False,False
2026-06-20,Hungary,Romania,Romania,0,0,0,0,True,True,True
2026-06-20,Namibia,Nigeria,Namibia,1,1,1,1,True,True,True
2026-06-21,Bangladesh,Australia,Australia,0,0,0,0,True,True,True
2026-06-21,Belgium,Hungary,Belgium,1,1,1,1,True,True,True
2026-06-21,Belgium,Romania,Belgium,1,1,1,1,True,True,True
2026-06-21,Nigeria,Hong Kong,Hong Kong,0,0,0,0,True,True,True
2026-06-21,Romania,Switzerland,Romania,1,0,0,0,False,False,False
2026-06-22,Belize,Bermuda,Bermuda,0,0,0,0,True,True,True
2026-06-22,Namibia,Hong Kong,Namibia,1,1,1,1,True,True,True
2026-06-22,Panama,Brazil,Panama,1,0,0,0,False,False,False
2026-06-22,Singapore,Uzbekistan,Singapore,1,0,0,0,False,False,False
2026-06-23,Indonesia,Uzbekistan,Indonesia,1,1,1,1,True,True,True
2026-06-23,Namibia,Nigeria,Namibia,1,1,1,1,True,True,True
2026-06-23,Singapore,Thailand,Singapore,1,1,1,1,True,True,True
2026-06-24,Bahamas,Panama,Panama,0,0,0,0,True,True,True
2026-06-24,Brazil,Belize,Belize,0,0,0,0,True,True,True
2026-06-25,Brazil,Bahamas,Bahamas,0,0,0,0,True,True,True
2026-06-25,Panama,Bermuda,Bermuda,0,0,0,0,True,True,True
2026-06-25,Singapore,Indonesia,Singapore,1,1,1,1,True,True,True
2026-06-25,Uzbekistan,Thailand,Thailand,0,0,0,0,True,True,True
2026-06-26,Czech Republic,Luxembourg,Luxembourg,0,1,1,1,False,False,False
2026-06-26,Indonesia,Uzbekistan,Indonesia,1,1,1,1,True,True,True
2026-06-26,Ireland,India,Ireland,1,0,0,0,False,False,False
2026-06-26,Serbia,Luxembourg,Luxembourg,0,1,0,0,False,True,True
2026-06-26,Thailand,Singapore,Singapore,0,0,0,0,True,True,True
2026-06-27,Bahamas,Belize,Bahamas,1,1,1,1,True,True,True
2026-06-27,Bermuda,Brazil,Bermuda,1,1,1,1,True,True,True
2026-06-27,Hungary,Austria,Austria,0,0,0,0,True,True,True
2026-06-27,Serbia,Luxembourg,Luxembourg,0,0,0,0,True,True,True
2026-06-28,Austria,Hungary,Austria,1,1,1,1,True,True,True
2026-06-28,Czech Republic,Luxembourg,Czech Republic,1,0,0,0,False,False,False
2026-06-28,Hungary,Austria,Austria,0,0,0,0,True,True,True
2026-06-28,Ireland,India,Ireland,1,0,0,0,False,False,False
2026-07-01,Portugal,Sweden,Portugal,1,1,1,1,True,True,True
2026-07-01,Sweden,Portugal,Portugal,0,0,0,0,True,True,True
2026-07-03,Portugal,Finland,Portugal,1,0,0,0,False,False,False
2026-07-04,India,England,England,0,0,0,0,True,True,True
2026-07-04,Portugal,Finland,Portugal,1,1,1,1,True,True,True
2026-07-07,England,India,England,1,1,1,0,True,True,False
2026-07-08,Denmark,Estonia,Denmark,1,1,1,1,True,True,True
2026-07-08,Gibraltar,Belgium,Belgium,0,0,0,0,True,True,True
2026-07-08,Serbia,Romania,Romania,0,0,0,0,True,True,True
2026-07-09,Denmark,Turkey,Denmark,1,1,1,1,True,True,True
2026-07-09,Estonia,Norway,Norway,0,0,0,0,True,True,True
2026-07-09,India,England,England,0,0,0,0,True,True,True
2026-07-10,Belgium,Serbia,Belgium,1,1,1,1,True,True,True
2026-07-10,Gibraltar,Romania,Romania,0,0,0,0,True,True,True
2026-07-10,Hungary,Estonia,Hungary,1,1,1,1,True,True,True
2026-07-10,Turkey,Norway,Norway,0,0,0,0,True,True,True
2026-07-11,England,India,England,1,1,1,0,True,True,False
2026-07-12,Belgium,Romania,Romania,0,1,1,1,False,False,False
2026-07-12,Denmark,Norway,Denmark,1,1,1,1,True,True,True
2026-07-12,Hungary,Turkey,Hungary,1,1,1,1,True,True,True
2026-07-12,Serbia,Gibraltar,Gibraltar,0,0,0,0,True,True,True
2026-07-13,Denmark,Hungary,Denmark,1,1,1,0,True,True,False
2026-07-13,Turkey,Estonia,Estonia,0,0,0,0,True,True,True
2026-07-14,Denmark,Romania,Denmark,1,0,0,0,False,False,False
2026-07-14,Hungary,Belgium,Belgium,0,0,0,0,True,True,True
2026-07-14,Norway,Gibraltar,Norway,1,1,1,1,True,True,True
2026-07-14,Serbia,Estonia,Estonia,0,0,0,0,True,True,True
2026-07-15,Zimbabwe,Bangladesh,Zimbabwe,1,1,0,0,True,False,False
2026-07-17,Bangladesh,Zimbabwe,Bangladesh,1,0,0,0,False,False,False
2026-07-19,Zimbabwe,Bangladesh,Bangladesh,0,1,0,0,False,True,True
2026-07-23,Zimbabwe,India,India,0,0,0,0,True,True,True
2026-07-25,Austria,Turkey,Austria,1,1,1,1,True,True,True
2026-07-25,France,Romania,Romania,0,0,0,0,True,True,True
2026-07-25,India,Zimbabwe,India,1,1,1,1,True,True,True
2026-07-26,India,Zimbabwe,India,1,1,1,1,True,True,True
2026-07-26,Romania,Austria,Austria,0,0,0,0,True,True,True
2026-07-26,Turkey,Romania,Romania,0,0,0,0,True,True,True
2026-07-27,France,Turkey,France,1,1,1,1,True,True,True
2026-07-27,Israel,Romania,Romania,0,0,0,0,True,True,True
2026-07-28,France,Austria,France,1,0,0,0,False,False,False
2026-07-28,Israel,Austria,Austria,0,0,0,0,True,True,True
2026-07-28,Turkey,Israel,Turkey,1,0,0,0,False,False,False
2026-07-29,Israel,France,France,0,0,0,0,True,True,True
2026-07-29,Turkey,France,France,0,0,0,0,True,True,True
2026-07-30,Austria,Romania,Romania,0,1,1,1,False,False,False
2026-07-30,France,Romania,France,1,0,0,0,False,False,False
2026-07-31,Bahrain,Kenya,Bahrain,1,0,0,0,False,False,False
2026-08-01,Bahrain,Kenya,Kenya,0,1,1,1,False,False,False
2026-08-06,Mexico,Panama,Panama,0,0,0,0,True,True,True
2026-08-07,Panama,Brazil,Brazil,0,1,1,1,False,False,False
2026-08-08,Brazil,Mexico,Brazil,1,1,0,0,True,False,False
2026-08-08,Mexico,Peru,Mexico,1,1,0,0,True,False,False
2026-08-08,Peru,Panama,Panama,0,0,0,0,True,True,True
2026-08-09,Brazil,Panama,Brazil,1,1,1,1,True,True,True
2026-08-11,Germany,Finland,Germany,1,1,1,1,True,True,True
2026-08-11,Malawi,Zambia,Malawi,1,0,0,0,False,False,False
2026-08-11,Zambia,Rwanda,Rwanda,0,0,0,0,True,True,True
2026-08-12,Malawi,Rwanda,Rwanda,0,0,0,0,True,True,True
2026-08-12,Zambia,Rwanda,Zambia,1,0,0,0,False,False,False
2026-08-14,Finland,Spain,Spain,0,0,0,0,True,True,True
2026-08-14,Germany,Czech Republic,Germany,1,0,0,0,False,False,False
2026-08-14,Luxembourg,Isle of Man,Isle of Man,0,0,0,0,True,True,True
2026-08-14,Malawi,Rwanda,Malawi,1,0,0,0,False,False,False
2026-08-14,Portugal,Israel,Portugal,1,1,0,0,True,False,False
2026-08-15,Finland,Bulgaria,Finland,1,1,1,1,True,True,True
2026-08-15,Germany,Portugal,Portugal,0,0,0,0,True,True,True
2026-08-15,Greece,Czech Republic,Czech Republic,0,0,0,0,True,True,True
2026-08-15,Isle of Man,Spain,Spain,0,0,0,0,True,True,True
2026-08-15,Rwanda,Zambia,Zambia,0,1,0,0,False,True,True
2026-08-15,Zambia,Malawi,Zambia,1,0,0,0,False,False,False
2026-08-16,Malawi,Rwanda,Rwanda,0,0,0,0,True,True,True
2026-08-17,Greece,Portugal,Portugal,0,0,0,0,True,True,True
2026-08-17,Isle of Man,Bulgaria,Isle of Man,1,1,1,1,True,True,True
2026-08-17,Israel,Germany,Germany,0,0,0,0,True,True,True
2026-08-17,Spain,Luxembourg,Spain,1,1,1,1,True,True,True
2026-08-18,Bulgaria,Spain,Spain,0,0,0,0,True,True,True
2026-08-18,Czech Republic,Israel,Israel,0,1,1,1,False,False,False
2026-08-18,Finland,Luxembourg,Finland,1,1,1,1,True,True,True
2026-08-18,Greece,Germany,Germany,0,0,0,0,True,True,True
2026-08-20,Bulgaria,Luxembourg,Bulgaria,1,0,0,0,False,False,False
2026-08-20,Israel,Greece,Israel,1,1,1,1,True,True,True
2026-08-20,Portugal,Czech Republic,Portugal,1,1,1,1,True,True,True
2026-08-21,Bulgaria,Czech Republic,Czech Republic,0,0,0,0,True,True,True
2026-08-21,Germany,Finland,Germany,1,1,1,1,True,True,True
2026-08-21,Israel,Isle of Man,Isle of Man,0,0,0,0,True,True,True
2026-08-21,Portugal,Spain,Portugal,1,0,0,0,False,False,False
2026-08-28,Namibia,South Africa,Namibia,1,1,1,1,True,True,True
2026-08-29,Zimbabwe,South Africa,South Africa,0,0,0,0,True,True,True
2026-08-31,Zimbabwe,Namibia,Zimbabwe,1,0,0,0,False,False,False
2026-09-01,South Africa,Zimbabwe,South Africa,1,1,1,1,True,True,True
2026-09-03,Namibia,Zimbabwe,Zimbabwe,0,1,1,1,False,False,False
2026-09-04,South Africa,Namibia,South Africa,1,0,0,0,False,False,False
2026-09-06,South Africa,Zimbabwe,South Africa,1,1,1,1,True,True,True
2026-09-08,Kenya,Sierra Leone,Kenya,1,1,1,1,True,True,True
2026-09-08,Rwanda,Botswana,Rwanda,1,1,1,1,True,True,True
2026-09-09,Rwanda,Kenya,Kenya,0,0,0,0,True,True,True
2026-09-09,Uganda,Sierra Leone,Uganda,1,1,1,1,True,True,True
